Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels
270	Mebengokre	kaya1330	kaya1330_v_recursion.based_maximal_subordination	morphosyntactic	recursion.based	NA	maximal	subordination	5	15	1	0.07	11	0.58	19	32	15	kaya1330_verbal	morphosyntactic	NA
271	Mebengokre	kaya1330	kaya1330_v_recursion.based_minimal_coordination	indeterminate	recursion.based	NA	minimal	coordination	10	15	2	0.13	6	0.32	19	32	15	kaya1330_verbal	indeterminate	NA
272	Mebengokre	kaya1330	kaya1330_v_segmental_consonant.deletion_consonant.deletion	phonological	segmental	consonant.deletion	NA	consonant.deletion	12	15	3	0.2	4	0.21	19	32	15	kaya1330_verbal	deletion	NA
273	Mebengokre	kaya1330	kaya1330_v_segmental_vowel.deletion_vowel.deletion	phonological	segmental	vowel.deletion	NA	vowel.deletion	12	15	3	0.2	4	0.21	19	32	15	kaya1330_verbal	deletion	NA
274	Kiowa	kiow1266	kiow1266_v_ciscategorial.selection	morphosyntactic	ciscategorial.selection	NA	NA	NA	29	33	2	0.12	5	0.13	39	39	17	kiow1266_verbal	morphosyntactic	NA
275	Kiowa	kiow1266	kiow1266_v_deviations_suppletion	indeterminate	deviations	suppletion	NA	NA	29	34	1	0.06	6	0.15	39	39	17	kiow1266_verbal	indeterminate	NA
276	Kiowa	kiow1266	kiow1266_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	25	36	2	0.12	12	0.31	39	39	17	kiow1266_verbal	indeterminate	NA
277	Kiowa	kiow1266	kiow1266_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	25	30	1	0.06	6	0.15	39	39	17	kiow1266_verbal	indeterminate	NA
278	Kiowa	kiow1266	kiow1266_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	23	36	1	0.06	14	0.36	39	39	17	kiow1266_verbal	morphosyntactic	NA
279	Kiowa	kiow1266	kiow1266_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	29	36	2	0.12	8	0.21	39	39	17	kiow1266_verbal	morphosyntactic	NA
280	Kiowa	kiow1266	kiow1266_v_pausing	indeterminate	pausing	NA	NA	NA	1	39	2	0.12	39	1	39	39	17	kiow1266_verbal	indeterminate	NA
281	Kiowa	kiow1266	kiow1266_v_recursion.based_maximal	morphosyntactic	recursion.based	NA	maximal	NA	1	39	2	0.12	39	1	39	39	17	kiow1266_verbal	morphosyntactic	NA
282	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_maximal_cluster.devoicing	phonological	segmental	consonant.assimilation	maximal	cluster.devoicing	29	33	2	0.12	5	0.13	39	39	17	kiow1266_verbal	assimilation	NA
283	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_minimal_cluster.devoicing	phonological	segmental	consonant.assimilation	minimal	cluster.devoicing	29	31	1	0.06	3	0.08	39	39	17	kiow1266_verbal	assimilation	NA
284	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_maximal_dental-velar.switch	phonological	segmental	consonant.change	maximal	dental-velar.switch	26	36	2	0.12	11	0.28	39	39	17	kiow1266_verbal	assimilation	NA
285	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_minimal_dental-velar.switch	phonological	segmental	consonant.change	minimal	dental-velar.switch	30	33	1	0.06	4	0.1	39	39	17	kiow1266_verbal	assimilation	NA
286	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_maximal_syllabification.sensitive.processes	phonological	segmental	syllabification	maximal	syllabification.sensitive.processes	26	36	2	0.12	11	0.28	39	39	17	kiow1266_verbal	syllable	NA
287	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_minimal_syllabification.sensitive.processes	phonological	segmental	syllabification	minimal	syllabification.sensitive.processes	29	36	2	0.12	8	0.21	39	39	17	kiow1266_verbal	syllable	NA
288	Kiowa	kiow1266	kiow1266_v_segmental_vowel.deletion_vowel.deletion	phonological	segmental	vowel.deletion	NA	vowel.deletion	29	30	1	0.06	2	0.05	39	39	17	kiow1266_verbal	deletion	NA
289	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_maximal_tone.lowering	phonological	suprasegmental	tone.spreading	maximal	tone.lowering	25	36	2	0.12	12	0.31	39	39	17	kiow1266_verbal	tone	NA
290	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_minimal_tone.lowering	phonological	suprasegmental	tone.spreading	minimal	tone.lowering	25	33	1	0.06	9	0.23	39	39	17	kiow1266_verbal	tone	NA
291	Martinican	mart1259	mart1259_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	2	26	1	0.08	25	1	25	27	12	mart1259_verbal	morphosyntactic	NA
292	Martinican	mart1259	mart1259_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	17	18	1	0.08	2	0.08	25	27	12	mart1259_verbal	morphosyntactic	NA
293	Martinican	mart1259	mart1259_v_deviations_suppletion_patient.pronouns	indeterminate	deviations	suppletion	NA	patient.pronouns	18	20	1	0.08	3	0.12	25	27	12	mart1259_verbal	indeterminate	NA
294	Martinican	mart1259	mart1259_v_deviations_suppletion_recipient.pronouns	indeterminate	deviations	suppletion	NA	recipient.pronouns	18	19	1	0.08	2	0.08	25	27	12	mart1259_verbal	indeterminate	NA
295	Martinican	mart1259	mart1259_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	17	20	4	0.33	4	0.16	25	27	12	mart1259_verbal	indeterminate	NA
296	Martinican	mart1259	mart1259_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	18	18	1	0.08	1	0.04	25	27	12	mart1259_verbal	indeterminate	NA
297	Martinican	mart1259	mart1259_v_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	17	20	4	0.33	4	0.16	25	27	12	mart1259_verbal	morphosyntactic	NA
298	Martinican	mart1259	mart1259_v_nonpermutability_declarative.and.interrogative	morphosyntactic	nonpermutability	NA	NA	declarative.and.interrogative	4	25	1	0.08	22	0.88	25	27	12	mart1259_verbal	morphosyntactic	NA
299	Martinican	mart1259	mart1259_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	17	20	4	0.33	4	0.16	25	27	12	mart1259_verbal	morphosyntactic	NA
300	Martinican	mart1259	mart1259_v_nonpermutability_rigid_interrogative	morphosyntactic	nonpermutability	rigid	NA	interrogative	3	25	1	0.08	23	0.92	25	27	12	mart1259_verbal	morphosyntactic	NA
301	Martinican	mart1259	mart1259_v_recursion.based_complement.clause	morphosyntactic	recursion.based	NA	NA	complement.clause	4	27	1	0.08	24	0.96	25	27	12	mart1259_verbal	morphosyntactic	NA
302	Martinican	mart1259	mart1259_v_suprasegmental_accent	phonological	suprasegmental	accent	NA	NA	17	20	4	0.33	4	0.16	25	27	12	mart1259_verbal	stress	NA
303	Mocoví	moco1246	moco1246_v_ciscategorial.selection	morphosyntactic	ciscategorial.selection	NA	NA	NA	7	11	3	0.14	5	0.31	16	20	22	moco1246_verbal	morphosyntactic	Ciscat. Sel.
304	Mocoví	moco1246	moco1246_v_deviations_allomorphy_person.marking	indeterminate	deviations	allomorphy	NA	person.marking	6	7	5	0.23	2	0.12	16	20	22	moco1246_verbal	indeterminate	Dev. Biunique. Pers.
305	Mocoví	moco1246	moco1246_v_deviations_allomorphy_progressive.marking	indeterminate	deviations	allomorphy	NA	progressive.marking	6	18	1	0.05	13	0.81	16	20	22	moco1246_verbal	indeterminate	Dev. Biunique. Prog.
306	Mocoví	moco1246	moco1246_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	4	18	4	0.18	15	0.94	16	20	22	moco1246_verbal	indeterminate	Free Ocurr. Max.
307	Mocoví	moco1246	moco1246_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	6	7	5	0.23	2	0.12	16	20	22	moco1246_verbal	indeterminate	Free Ocurr. Min.
308	Mocoví	moco1246	moco1246_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	4	18	4	0.18	15	0.94	16	20	22	moco1246_verbal	morphosyntactic	Non-interrupt.
309	Mocoví	moco1246	moco1246_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	4	18	4	0.18	15	0.94	16	20	22	moco1246_verbal	morphosyntactic	Non-permut. Rigid
310	Mocoví	moco1246	moco1246_v_nonpermutability_rigid_verb.conditioned.variability	morphosyntactic	nonpermutability	rigid	NA	verb.conditioned.variability	4	15	1	0.05	12	0.75	16	20	22	moco1246_verbal	morphosyntactic	Non-permut. Rigid
311	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_maximal_first.second.person.p	morphosyntactic	recursion.based	asyndetic	maximal	first.second.person.p	3	18	1	0.05	16	1	16	20	22	moco1246_verbal	morphosyntactic	Clause Comb. Asynd. Max. 1/2P
312	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_maximal_third.person.p	morphosyntactic	recursion.based	asyndetic	maximal	third.person.p	6	19	2	0.09	14	0.88	16	20	22	moco1246_verbal	morphosyntactic	Clause Comb. Asynd. Max. 3P
313	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_minimal	indeterminate	recursion.based	asyndetic	minimal	NA	6	7	5	0.23	2	0.12	16	20	22	moco1246_verbal	indeterminate	Clause Comb. Asynd. Min.
314	Mocoví	moco1246	moco1246_v_recursion.based_syndetic_maximal_kan.and.then	morphosyntactic	recursion.based	syndetic	maximal	kan.and.then	6	19	2	0.09	14	0.88	16	20	22	moco1246_verbal	morphosyntactic	Clause Comb. Synd. Max.
315	Mocoví	moco1246	moco1246_v_recursion.based_syndetic_minimal_nakoʔ.linker	indeterminate	recursion.based	syndetic	minimal	nakoʔ.linker	6	14	1	0.05	9	0.56	16	20	22	moco1246_verbal	indeterminate	Clause Comb. Synd. Min.
316	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_maximal_palatalization	phonological	segmental	consonant.assimilation	maximal	palatalization	6	15	2	0.09	10	0.62	16	20	22	moco1246_verbal	assimilation	Palatal. Max.
317	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_minimal_palatalization	phonological	segmental	consonant.assimilation	minimal	palatalization	7	11	3	0.14	5	0.31	16	20	22	moco1246_verbal	assimilation	Palatal. Min.
318	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_regressive	phonological	segmental	consonant.assimilation	NA	regressive	6	11	1	0.05	6	0.38	16	20	22	moco1246_verbal	assimilation	Harmony Type1
319	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_second.person	phonological	segmental	consonant.assimilation	NA	second.person	7	11	3	0.14	5	0.31	16	20	22	moco1246_verbal	assimilation	Harmony Affix
320	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_verb.conditioned.variability	phonological	segmental	consonant.assimilation	NA	verb.conditioned.variability	4	7	1	0.05	4	0.25	16	20	22	moco1246_verbal	assimilation	Harmony Verb
321	Mocoví	moco1246	moco1246_v_segmental_vowel.assimilation_maximal_vocalic.epenthesis	phonological	segmental	vowel.assimilation	maximal	vocalic.epenthesis	6	15	2	0.09	10	0.62	16	20	22	moco1246_verbal	insertion	V-Epenthesis Max.
322	Mocoví	moco1246	moco1246_v_segmental_vowel.insertion_minimal_vocalic.epenthesis	phonological	segmental	vowel.insertion	minimal	vocalic.epenthesis	6	7	5	0.23	2	0.12	16	20	22	moco1246_verbal	insertion	V-Epenthesis Min.
323	Mocoví	moco1246	moco1246_v_suprasegmental_accent_maximal	phonological	suprasegmental	accent	maximal	NA	4	18	4	0.18	15	0.94	16	20	22	moco1246_verbal	stress	Stress Max.
324	Mocoví	moco1246	moco1246_v_suprasegmental_accent_minimal	phonological	suprasegmental	accent	minimal	NA	6	7	5	0.23	2	0.12	16	20	22	moco1246_verbal	stress	Stress Min.
325	Blackfoot	siks1238	siks1238_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	4	13	3	0.09	10	0.77	13	14	32	siks1238_verbal	morphosyntactic	NA
326	Blackfoot	siks1238	siks1238_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	5	9	1	0.03	5	0.38	13	14	32	siks1238_verbal	morphosyntactic	NA
327	Blackfoot	siks1238	siks1238_v_deviations_allomorphy_k-assibilation	indeterminate	deviations	allomorphy	NA	k-assibilation	3	8	1	0.03	6	0.46	13	14	32	siks1238_verbal	indeterminate	NA
328	Blackfoot	siks1238	siks1238_v_deviations_allomorphy_maximal_inseperable.root.nasal.deletion.vowel.coalescence	indeterminate	deviations	allomorphy	maximal	inseperable.root.nasal.deletion.vowel.coalescence	6	11	1	0.03	6	0.46	13	14	32	siks1238_verbal	indeterminate	NA
329	Blackfoot	siks1238	siks1238_v_deviations_allomorphy_minimal_seperable.root.nasal.deletion.vowel.coalescence	indeterminate	deviations	allomorphy	minimal	seperable.root.nasal.deletion.vowel.coalescence	4	11	3	0.09	8	0.62	13	14	32	siks1238_verbal	indeterminate	NA
330	Blackfoot	siks1238	siks1238_v_free.occurrence_maximal_conjunct	indeterminate	free.occurrence	NA	maximal	conjunct	4	13	3	0.09	10	0.77	13	14	32	siks1238_verbal	indeterminate	NA
331	Blackfoot	siks1238	siks1238_v_free.occurrence_maximal_independent	indeterminate	free.occurrence	NA	maximal	independent	3	13	4	0.12	11	0.85	13	14	32	siks1238_verbal	indeterminate	NA
332	Blackfoot	siks1238	siks1238_v_free.occurrence_minimal_conjunct	indeterminate	free.occurrence	NA	minimal	conjunct	4	11	3	0.09	8	0.62	13	14	32	siks1238_verbal	indeterminate	NA
333	Blackfoot	siks1238	siks1238_v_free.occurrence_minimal_independent	indeterminate	free.occurrence	NA	minimal	independent	3	9	2	0.06	7	0.54	13	14	32	siks1238_verbal	indeterminate	NA
334	Blackfoot	siks1238	siks1238_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	3	11	3	0.09	9	0.69	13	14	32	siks1238_verbal	morphosyntactic	NA
335	Blackfoot	siks1238	siks1238_v_noninterruption_multipositional_noun.stem	morphosyntactic	noninterruption	multipositional	NA	noun.stem	5	11	1	0.03	7	0.54	13	14	32	siks1238_verbal	morphosyntactic	NA
336	Blackfoot	siks1238	siks1238_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	3	14	1	0.03	12	0.92	13	14	32	siks1238_verbal	morphosyntactic	NA
337	Blackfoot	siks1238	siks1238_v_nonpermutability_scopal	morphosyntactic	nonpermutability	scopal	NA	NA	5	14	1	0.03	10	0.77	13	14	32	siks1238_verbal	morphosyntactic	NA
338	Blackfoot	siks1238	siks1238_v_recursion.based_asyndetic_maximal_coordination.conjunct	morphosyntactic	recursion.based	asyndetic	maximal	coordination.conjunct	4	13	3	0.09	10	0.77	13	14	32	siks1238_verbal	morphosyntactic	NA
339	Blackfoot	siks1238	siks1238_v_recursion.based_asyndetic_maximal_coordination.independent	morphosyntactic	recursion.based	asyndetic	maximal	coordination.independent	3	13	4	0.12	11	0.85	13	14	32	siks1238_verbal	morphosyntactic	NA
340	Blackfoot	siks1238	siks1238_v_recursion.based_asyndetic_minimal_coordination.conjunct	indeterminate	recursion.based	asyndetic	minimal	coordination.conjunct	4	11	3	0.09	8	0.62	13	14	32	siks1238_verbal	indeterminate	NA
341	Blackfoot	siks1238	siks1238_v_recursion.based_asyndetic_minimal_coordination.independent	indeterminate	recursion.based	asyndetic	minimal	coordination.independent	3	9	2	0.06	7	0.54	13	14	32	siks1238_verbal	indeterminate	NA
342	Blackfoot	siks1238	siks1238_v_recursion.based_inseperable.roots	morphosyntactic	recursion.based	NA	NA	inseperable.roots	6	7	3	0.09	2	0.15	13	14	32	siks1238_verbal	morphosyntactic	NA
343	Blackfoot	siks1238	siks1238_v_recursion.based_inseperable.roots.complex.preverbs	morphosyntactic	recursion.based	NA	NA	inseperable.roots.complex.preverbs	6	6	1	0.03	1	0.08	13	14	32	siks1238_verbal	morphosyntactic	NA
344	Blackfoot	siks1238	siks1238_v_recursion.based_secondary.derivation	morphosyntactic	recursion.based	NA	NA	secondary.derivation	6	7	3	0.09	2	0.15	13	14	32	siks1238_verbal	morphosyntactic	NA
345	Blackfoot	siks1238	siks1238_v_recursion.based_seperable.roots	morphosyntactic	recursion.based	NA	NA	seperable.roots	4	7	1	0.03	4	0.31	13	14	32	siks1238_verbal	morphosyntactic	NA
346	Blackfoot	siks1238	siks1238_v_recursion.based_seperable.roots.complex.preverbs	morphosyntactic	recursion.based	NA	NA	seperable.roots.complex.preverbs	4	6	1	0.03	3	0.23	13	14	32	siks1238_verbal	morphosyntactic	NA
347	Blackfoot	siks1238	siks1238_v_segmental_consonant.insertion_maximal_glottal.insertion.vowel.coalescence.construction.1	phonological	segmental	consonant.insertion	maximal	glottal.insertion.vowel.coalescence.construction.1	1	13	2	0.06	13	1	13	14	32	siks1238_verbal	insertion	NA
348	Blackfoot	siks1238	siks1238_v_segmental_consonant.insertion_maximal_glottal.insertion.vowel.coalescence.construction.2	phonological	segmental	consonant.insertion	maximal	glottal.insertion.vowel.coalescence.construction.2	3	13	4	0.12	11	0.85	13	14	32	siks1238_verbal	insertion	NA
349	Blackfoot	siks1238	siks1238_v_segmental_consonant.insertion_minimal_glottal.insertion.vowel.coalescence.construction.1	phonological	segmental	consonant.insertion	minimal	glottal.insertion.vowel.coalescence.construction.1	1	11	2	0.06	11	0.85	13	14	32	siks1238_verbal	insertion	NA
350	Blackfoot	siks1238	siks1238_v_segmental_consonant.insertion_minimal_glottal.insertion.vowel.coalescence.construction.2	phonological	segmental	consonant.insertion	minimal	glottal.insertion.vowel.coalescence.construction.2	3	11	3	0.09	9	0.69	13	14	32	siks1238_verbal	insertion	NA
351	Blackfoot	siks1238	siks1238_v_segmental_minimality_maximal_size	phonological	segmental	minimality	maximal	size	6	9	1	0.03	4	0.31	13	14	32	siks1238_verbal	size-related	NA
352	Blackfoot	siks1238	siks1238_v_segmental_minimality_minimal_size	phonological	segmental	minimality	minimal	size	6	7	3	0.09	2	0.15	13	14	32	siks1238_verbal	size-related	NA
353	Blackfoot	siks1238	siks1238_v_suprasegmental_accent_maximal_construction.1	phonological	suprasegmental	accent	maximal	construction.1	1	11	2	0.06	11	0.85	13	14	32	siks1238_verbal	stress	NA
354	Blackfoot	siks1238	siks1238_v_suprasegmental_accent_maximal_construction.2	phonological	suprasegmental	accent	maximal	construction.2	1	13	2	0.06	13	1	13	14	32	siks1238_verbal	stress	NA
355	Blackfoot	siks1238	siks1238_v_suprasegmental_accent_minimal_construction.1	phonological	suprasegmental	accent	minimal	construction.1	3	11	3	0.09	9	0.69	13	14	32	siks1238_verbal	stress	NA
356	Blackfoot	siks1238	siks1238_v_suprasegmental_accent_minimal_construction.2	phonological	suprasegmental	accent	minimal	construction.2	3	13	4	0.12	11	0.85	13	14	32	siks1238_verbal	stress	NA
357	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_broad_maximal	morphosyntactic	ciscategorial.selection	broad	maximal	NA	2	41	1	0.05	40	0.95	42	42	20	sout2991_verbal	morphosyntactic	Ciscat. Sel. Max.
358	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	12	25	1	0.05	14	0.33	42	42	20	sout2991_verbal	morphosyntactic	Ciscat. Sel. Min.
359	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_narrow_maximal	morphosyntactic	ciscategorial.selection	narrow	maximal	NA	12	26	2	0.1	15	0.36	42	42	20	sout2991_verbal	morphosyntactic	Ciscat. Sel. Max.
360	South Bolivian Quechua	sout2991	sout2991_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	12	40	1	0.05	29	0.69	42	42	20	sout2991_verbal	indeterminate	Min Free Form Max.
361	South Bolivian Quechua	sout2991	sout2991_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	12	26	2	0.1	15	0.36	42	42	20	sout2991_verbal	indeterminate	Min Free Form Min.
362	South Bolivian Quechua	sout2991	sout2991_v_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	12	41	2	0.1	30	0.71	42	42	20	sout2991_verbal	morphosyntactic	Non-interrupt.
363	South Bolivian Quechua	sout2991	sout2991_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	12	21	2	0.1	10	0.24	42	42	20	sout2991_verbal	morphosyntactic	Non-interrupt.
364	South Bolivian Quechua	sout2991	sout2991_v_noninterruption_limitative.lla	morphosyntactic	noninterruption	NA	NA	limitative.lla	12	21	2	0.1	10	0.24	42	42	20	sout2991_verbal	morphosyntactic	lla Non-interruptability
365	South Bolivian Quechua	sout2991	sout2991_v_nonpermutability_maximal_chi.(13).and.chi.(18).=.one.morpheme	morphosyntactic	nonpermutability	NA	maximal	chi.(13).and.chi.(18).=.one.morpheme	12	15	1	0.05	4	0.1	42	42	20	sout2991_verbal	morphosyntactic	Non-permut.
366	South Bolivian Quechua	sout2991	sout2991_v_nonpermutability_minimal_chi.(13).and.chi.(18).not.one.morpheme	morphosyntactic	nonpermutability	NA	minimal	chi.(13).and.chi.(18).not.one.morpheme	12	12	1	0.05	1	0.02	42	42	20	sout2991_verbal	morphosyntactic	Non-permut.
367	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_maximal_clause.juxtaposition	morphosyntactic	recursion.based	asyndetic	maximal	clause.juxtaposition	1	42	1	0.05	42	1	42	42	20	sout2991_verbal	morphosyntactic	Subspan Repetition
368	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_minimal_clausal.juxtaposition.–.lax	morphosyntactic	recursion.based	asyndetic	minimal	clausal.juxtaposition.–.lax	12	18	2	0.1	7	0.17	42	42	20	sout2991_verbal	morphosyntactic	Subspan Repetition
369	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_minimal_clause.juxtaposition.–.strict	morphosyntactic	recursion.based	asyndetic	minimal	clause.juxtaposition.–.strict	12	18	2	0.1	7	0.17	42	42	20	sout2991_verbal	morphosyntactic	Subspan Repetition
370	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_nominalization_maximal_clausal.nominalization	morphosyntactic	recursion.based	nominalization	maximal	clausal.nominalization	1	22	1	0.05	22	0.52	42	42	20	sout2991_verbal	morphosyntactic	Subspan Repetition
371	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_nominalization_minimal_clausal.nominalization	morphosyntactic	recursion.based	nominalization	minimal	clausal.nominalization	12	22	1	0.05	11	0.26	42	42	20	sout2991_verbal	morphosyntactic	Subspan Repetition
372	South Bolivian Quechua	sout2991	sout2991_v_segmental_maximal	phonological	segmental	NA	maximal	NA	12	38	1	0.05	27	0.64	42	42	20	sout2991_verbal	assimilation	Vowel lowering
373	South Bolivian Quechua	sout2991	sout2991_v_segmental_minimal	phonological	segmental	NA	minimal	NA	12	13	1	0.05	2	0.05	42	42	20	sout2991_verbal	assimilation	Vowel lowering
374	South Bolivian Quechua	sout2991	sout2991_v_segmental_vowel-consonant.deletion_suffix.deletion	phonological	segmental	vowel-consonant.deletion	NA	suffix.deletion	1	29	1	0.05	29	0.69	42	42	20	sout2991_verbal	deletion	Final Syllable/suffix deletion
375	South Bolivian Quechua	sout2991	sout2991_v_suprasegmental_accent_maximal_stress	phonological	suprasegmental	accent	maximal	stress	12	41	2	0.1	30	0.71	42	42	20	sout2991_verbal	stress	Pitch Accent Max.
376	South Bolivian Quechua	sout2991	sout2991_v_suprasegmental_accent_minimal_stress	phonological	suprasegmental	accent	minimal	stress	12	29	1	0.05	18	0.43	42	42	20	sout2991_verbal	stress	Pitch Accent Min.
377	Teotitlán del Valle Zapotec	teot1238	teot1238_n_ciscategorial.selection	morphosyntactic	ciscategorial.selection	NA	NA	NA	7	8	1	0.06	2	0.1	20	20	18	teot1238_nominal	morphosyntactic	Ciscat. Sel.
378	Teotitlán del Valle Zapotec	teot1238	teot1238_n_deviations_suppletion	indeterminate	deviations	suppletion	NA	NA	8	8	2	0.11	1	0.05	20	20	18	teot1238_nominal	indeterminate	Dev. Biunique.
379	Teotitlán del Valle Zapotec	teot1238	teot1238_n_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	6	9	1	0.06	4	0.2	20	20	18	teot1238_nominal	indeterminate	Min Free Form Max.
380	Teotitlán del Valle Zapotec	teot1238	teot1238_n_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	8	8	2	0.11	1	0.05	20	20	18	teot1238_nominal	indeterminate	Min Free Form Min.
381	Teotitlán del Valle Zapotec	teot1238	teot1238_n_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	1	9	1	0.06	9	0.45	20	20	18	teot1238_nominal	morphosyntactic	Non-interrupt. Compl.
382	Teotitlán del Valle Zapotec	teot1238	teot1238_n_noninterruption_simplex_permutable	morphosyntactic	noninterruption	simplex	NA	permutable	6	12	1	0.06	7	0.35	20	20	18	teot1238_nominal	morphosyntactic	Non-interrupt. Simpl. Perm.
383	Teotitlán del Valle Zapotec	teot1238	teot1238_n_nonpermutability	morphosyntactic	nonpermutability	NA	NA	NA	6	20	1	0.06	15	0.75	20	20	18	teot1238_nominal	morphosyntactic	Non-permut.
384	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_consonant.dissimilation_maximal_glottal.dissimilation	phonological	segmental	consonant.dissimilation	maximal	glottal.dissimilation	3	15	1	0.06	13	0.65	20	20	18	teot1238_nominal	dissimilation	Glottal Diss. Max.
385	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_consonant.dissimilation_minimal_glottal.dissimilation	phonological	segmental	consonant.dissimilation	minimal	glottal.dissimilation	8	9	3	0.17	2	0.1	20	20	18	teot1238_nominal	dissimilation	Glottal Diss. Min.
386	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_syllabification_maximal_syllabification	phonological	segmental	syllabification	maximal	syllabification	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	syllable	Syllab. Max.
387	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_syllabification_minimal_syllabification	phonological	segmental	syllabification	minimal	syllabification	6	8	1	0.06	3	0.15	20	20	18	teot1238_nominal	syllable	Syllab. Min.
388	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_accent_maximal	phonological	suprasegmental	accent	maximal	NA	8	11	2	0.11	4	0.2	20	20	18	teot1238_nominal	stress	Accent Max.
389	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_accent_minimal	phonological	suprasegmental	accent	minimal	NA	8	9	3	0.17	2	0.1	20	20	18	teot1238_nominal	stress	Accent Min.
390	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.sandhi_maximal_tone.sandhi	phonological	suprasegmental	tone.sandhi	maximal	tone.sandhi	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	tone	Tone Sandhi Max.
391	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.sandhi_minimal_tone.sandhi	phonological	suprasegmental	tone.sandhi	minimal	tone.sandhi	8	11	2	0.11	4	0.2	20	20	18	teot1238_nominal	tone	Tone Sandhi Min.
392	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.spreading_maximal_mid.tone.spreading	phonological	suprasegmental	tone.spreading	maximal	mid.tone.spreading	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	tone	Mid Tone Spread. Max.
