Language_ID	Flag	Planar_Type	Analysis_Type	Abstract_Type	Domain_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Test_Labels	PW_Pattern	Notes
siks1238	preliminary	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	Construction 2	1	13		stress	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Accent	Minimal	intensity	3	4		stress	NA
chac1251	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	intensity	7	8		stress	NA
iyoj1235	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Construction 1	15	16		stress	NA
iyoj1235	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Construction 2	16	34		stress	NA
siks1238	preliminary	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Construction 1	3	11		stress	NA
siks1238	preliminary	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Construction 2	3	13		stress	NA
mart1259	NA	verbal	constituency	Suprasegmental	Phonological	Accent	NA	NA	17	20		stress	NA
ayau1235	noncomparable	verbal	constituency	Segmental	Phonological	Syllabification	NA	negative evidence	16	28	Segm. Syllab. Negative	syllable	NA
ayau1235	noncomparable	verbal	constituency	Segmental	Phonological	Syllabification	NA	positive evidence	16	19	Segm. Syllab. Positive	syllable	NA
teot1238	noncomparable	nominal	constituency	Segmental	Phonological	Syllabification	Maximal	syllabification	1	20	Syllab. Max.	syllable	NA
teot1238	noncomparable	verbal	constituency	Segmental	Phonological	Syllabification	Maximal	syllabification	1	28	Syllab. Max.	syllable	NA
teot1238	noncomparable	nominal	constituency	Segmental	Phonological	Syllabification	Minimal	syllabification	6	8	Syllab. Min.	syllable	NA
teot1238	noncomparable	verbal	constituency	Segmental	Phonological	Syllabification	Minimal	syllabification	10	12	Syllab. Min.	syllable	NA
cher1273	noncomparable	verbal	constituency	Segmental	Phonological	Syllabification	NA	syllabification	2	23	Syllabification	syllable	NA
kiow1266	NA	verbal	constituency	Segmental	Phonological	Syllabification	Maximal	syllabification sensitive processes	26	36		syllable	NA
kiow1266	NA	verbal	constituency	Segmental	Phonological	Syllabification	Minimal	syllabification sensitive processes	29	36		syllable	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Neutralization	Maximal	obligatory tone neutralization	15	21	*3.24 Neutral. Max.	tone	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Neutralization	Minimal	obligatory tone neutralization	19	19	*3.24 Neutral. Min.	tone	NA
yucu1253	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Maximal	floating tone	9	16	Float. Tone Max.	tone	NA
yucu1253	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Minimal	floating.tone	10	16	Float. Tone Min.	tone	NA
zenz1235	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	NA	H tone spreading	1	21	H-Tone Spread.	tone	NA
cher1273	NA	verbal	constituency	Suprasegmental	Phonological	Accent	NA	Domain of H1 Spreading	11	21	H1 Spreading	tone	NA
cher1273	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	Domain of H3 Assignment	5	21	H3 Assign. Max.	tone	NA
cher1273	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Domain of H3 Assignment	7	21	H3 Assign. Min.	tone	NA
zenz1235	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	NA	mid tone replacement	10	17	M-Tone Replace.	tone	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Tone spreading	Maximal	mid tone spreading	1	20	Mid Tone Spread. Max.	tone	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Maximal	mid tone spreading	1	28	Mid Tone Spread. Max.	tone	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Tone spreading	Minimal	mid tone spreading	8	9	Mid Tone Spread. Min.	tone	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Minimal	mid tone spreading	11	14	Mid Tone Spread. Min.	tone	NA
ayau1235	overfracture	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	NA	obligatory sandhi	15	28	Oblig. Sandhi	tone	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Maximal	no prosodic restrictions	2	31	Poss. Sandhi Max.	tone	NA
ayau1235	overfracture	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Minimal	optional tone sandhi	15	28	Poss. Sandhi Min.	tone	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Tone spreading	NA	rising tone levelling	8	20	Rising Tone Level.	tone	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	NA	Rising Tone Levelling	10	24	Rising Tone Level.	tone	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Maximal	sandhi blocking	15	21	Sandhi Blocking Max.	tone	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Minimal	sandhi blocking	15	19	Sandhi Blocking Min.	tone	NA
cher1273	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	Domain of Superhigh Assignment	5	22	Superhigh Assign. Max.	tone	NA
cher1273	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	Domain of Superhigh Assignment	7	22	Superhigh Assign. Min.	tone	NA
yucu1253	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Maximal	dissimilation	1	21	Tone Diss. Max.	tone	NA
yucu1253	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Minimal	dissimilation	10	19	Tone Diss. Max.	tone	NA
dura0000	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	NA	dependent pronouns	17	27	Tone Sandhi	tone	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Tone sandhi	Maximal	tone sandhi	1	20	Tone Sandhi Max.	tone	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Maximal	tone sandhi	1	28	Tone Sandhi Max.	tone	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Tone sandhi	Minimal	tone sandhi	8	11	Tone Sandhi Min.	tone	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Tone sandhi	Minimal	tone sandhi	11	19	Tone Sandhi Min.	tone	NA
yucu1253	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	NA	spreading	10	18	Tone Spread.	tone	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Tone insertion	Maximal	H tone insertion	3	6		tone	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Tone insertion	Minimal	H tone insertion	3	4		tone	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Tone deletion	Minimal	H.deletion	3	12		tone	NA
kiow1266	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Maximal	tone lowering	25	36		tone	NA
kiow1266	NA	verbal	constituency	Suprasegmental	Phonological	Tone spreading	Minimal	tone lowering	25	33		tone	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Tone deletion	Maximal	H.deletion	1	12		tone	NA
chac1251	NA	verbal	constituency	Suprasegmental	Phonological	Tone deletion	Maximal	H.deletion	1	27		tone	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Tone deletion	NA	Long.distance.tone.reduction.H...H>L...H	4	10		tone	NA
chac1251	NA	verbal	constituency	Suprasegmental	Phonological	Tone deletion	NA	Long.distance.tone.reduction.H...H>L...H	8	12		tone	NA
dura0000	NA	nominal	constituency	Suprasegmental	Phonological	Tone dissimilation	NA	low tone dissimilation	8	10		tone	NA
chac1251	NA	verbal	constituency	Suprasegmental	Phonological	Tone insertion	Maximal	H.insertion	1	24		tone	NA
dura0000	NA	nominal	constituency	Suprasegmental	Phonological	Tone sandhi	NA	tone sandhi dependent pronouns	8	11		tone	NA
